"Card No","Date","Order No.","ATS client","Request No.","Description","Actual Completion","Estim Completion","Pending days","Status"
"7423","2016-12-04","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","7423","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-03","","0","Test_Completed"
"7422","2016-12-04","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7422","csc","2016-12-04","","0","Test_Completed"
"7421","2016-12-03","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","WRON5015110 DATED 27.11.2016","Eddy Current Test EU2-E-2672B","2016-12-15","","0","invoiced"
"7420","2016-12-03","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7420","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-03","","0","Test_Completed"
"7419","2016-12-01","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7419","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-01","","0","Test_Completed"
"7418","2016-12-03","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7418","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-01","","0","Test_Completed"
"7417","2016-12-03","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7417","COMPRESSIVE STRENTGH","2016-12-03","","0","Test_Completed"
"7416","2016-12-01","KDC-001","KUWAIT DRILLING COMPANY","PO 211001","MT & Hardness test","2016-12-01","","0","Job_Completed"
"7415","2016-12-01","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7415","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-01","","0","Test_Completed"
"7414","2016-12-01","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7414","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-01","","0","Test_Completed"
"7413","2016-11-30","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7413","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-30","","0","Test_Completed"
"7412","2016-11-29","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7412","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-29","","0","Test_Completed"
"7411","2016-11-29","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7411","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-29","","0","Test_Completed"
"7410","2016-12-28","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7410","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-28","","0","Test_Completed"
"7409","2016-12-01","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGAHNIM INTERNATIONAL","7409","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-01","","0","Test_Completed"
"7408","2016-11-30","STORK-COMPOSITE","Stork General Trading & Contracting Co. WLL","ORDER REFERENCE NO.50001840 DATED 15/11/2016","COMPOSITE REPAIR OF","","","0","Pending"
"7407","2016-11-30","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","Email dt. 29-11-16","Tensile test as per A370/A615","2016-11-30","","0","Test_Completed"
"7406","2016-11-30","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7406","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-30","","0","Test_Completed"
"7405","2016-11-30","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7405","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-28","","0","Test_Completed"
"7404","2016-11-30","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","7404","SOIL SUITABILITY AND CHEMICAL ANALYSIS OF SOI","2016-12-01","","0","Test_Completed"
"7403","2016-11-30","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7403","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-30","","0","Test_Completed"
"7402","2016-11-30","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","WRON5015137/29.11.2016","Eddy Current Testing EU2 exchangers","2016-12-15","","0","invoiced"
"7401","2016-11-30","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7401","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-30","","0","Test_Completed"
"7400","2016-11-30","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","Work Release 5015143/29.11.2016","Eddy Current testing of Equipment No OLK-E-92","2016-12-28","","0","invoiced"
"7399","2016-11-29","HAH-01","HAMAD AL HAMAD","Email dt 29-Nov-16","PWT & UT","2016-11-29","","0","Job_Completed"
"7398","2016-11-29","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","Verbal","Tensile & Bend test of rebars (A615Gr.60)","2016-11-30","","0","Pending"
"7397","2016-11-29","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","7397","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-28","","0","Test_Completed"
"7396","2016-11-29","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7396","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-28","","0","Test_Completed"
"7395","2016-11-29","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7395","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-27","","0","Test_Completed"
"7394","2016-11-29","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7394","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-29","","0","Test_Completed"
"7393","2016-11-29","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7393","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2012-11-29","","0","Test_Completed"
"7392","2016-11-28","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7392","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-28","","0","Test_Completed"
"7391","2016-11-28","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","Verbal","","2016-11-28","","0","Unauthorised"
"7390","2016-11-28","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7390","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-21","","0","Test_Completed"
"7389","2016-11-28","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7389","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-23","","0","Test_Completed"
"7388","2016-11-28","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7388","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-22","","0","Test_Completed"
"7387","2016-11-28","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7387","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-21","","0","Test_Completed"
"7386","2016-11-28","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7386","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-20","","0","Test_Completed"
"7385","2016-11-28","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7385","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-28","","0","Test_Completed"
"7384","2016-11-28","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7384","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-28","","0","Test_Completed"
"7383","2016-11-27","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7383","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-27","","0","Test_Completed"
"7382","2016-11-27","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7382","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-10","","0","Test_Completed"
"7381","2016-11-27","BAK-01","BAHAR AL KHALEEJ TRADING COMPANY","Verbal","Calibration of Welding Generators","2016-11-27","","0","Test_Completed"
"7380","2016-11-27","NCC-01","NATIONAL CONTRACTING COMPANY","Verbal","Flexibility test as per client requirement","2016-11-27","","0","Job_Completed"
"7379","2016-11-27","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","7379","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-26","","0","Test_Completed"
"7378","2016-11-27","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7378","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-26","","0","Test_Completed"
"7377","2016-11-27","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7377","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-27","","0","Test_Completed"
"7376","2016-11-27","Velosi/kriby (VCC/PO/2016/190","Velso Certifications Company W.L.L","Verbal","Calibration of DC Holiday tester (HV)","2016-11-27","","0","Test_Completed"
"7375","2016-11-27","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7375","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-27","","0","Test_Completed"
"7374","2016-11-27","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7374","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-27","","0","Test_Completed"
"7373","2016-11-26","BAK-01","BAHAR AL KHALEEJ TRADING COMPANY","Verbal","Calibration of Generator","2016-11-26","","0","Job_Completed"
"7372","2016-11-26","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7372","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-26","","0","Test_Completed"
"7371","2016-11-26","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7371","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-26","","0","Test_Completed"
"7370","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7370","COMPRESSIVE STRENGTH OF CUBE GROUT","2016-11-23","","0","Test_Completed"
"7369","2016-11-24","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","WRON5015091","EQUIPMENT NO OLK-E-9296 UNIT EU","","","0","Pending"
"7368","2016-11-24","AL MANSIR","AL MANASIR GEN TRAD & CONT Co W.L.L","Verbal","Calibration of UT Thickness gauge","2016-11-26","","0","Test_Completed"
"7367","2016-11-24","HAH-01","HAMAD AL HAMAD","Email dt. 23-11-14","PMI using XRF","2016-11-24","","0","Test_Completed"
"7366","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7366","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-15","","0","Test_Completed"
"7365","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7365","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-10","","0","Test_Completed"
"7364","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7364","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-07","","0","Test_Completed"
"7363","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7363","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-01","","0","Test_Completed"
"7362","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7362","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-19","","0","Test_Completed"
"7361","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7361","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-17","","0","Test_Completed"
"7360","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7360","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-16","","0","Test_Completed"
"7359","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7359","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-15","","0","Test_Completed"
"7358","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7358","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-14","","0","Test_Completed"
"7357","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7357","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-13","","0","Test_Completed"
"7356","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7356","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-12","","0","Test_Completed"
"7355","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7355","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-10","","0","Test_Completed"
"7354","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7354","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-09","","0","Test_Completed"
"7353","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7353","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-08","","0","Test_Completed"
"7352","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7352","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-07","","0","Test_Completed"
"7351","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7351","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-06","","0","Test_Completed"
"7350","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7350","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-05","","0","Test_Completed"
"7349","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7349","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-03","","0","Test_Completed"
"7348","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7348","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-02","","0","Test_Completed"
"7347","2016-11-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7347","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-01","","0","Test_Completed"
"7346","2016-11-24","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7346","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-24","","0","Test_Completed"
"7345","2016-11-24","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7345","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-24","","0","Test_Completed"
"7344","2016-11-24","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7344","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-24","","0","Test_Completed"
"7343","2016-11-23","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","7343","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-23","","0","Test_Completed"
"7342","2016-11-23","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7342","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-23","","0","Test_Completed"
"7341","2016-11-23","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7341","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-22","","0","Test_Completed"
"7340","2016-11-23","HAH-01","HAMAD AL HAMAD","NDT25183/01","PWHT OF FLOW CROSS & WELD NECK FLANGES","2016-11-14","","0","partially completed"
"7339","2016-11-23","HAH-01","HAMAD AL HAMAD","E-mail dt. 13-11-16","Load Test of Tool Racks (2 Nos)","2016-11-17","","0","Test_Completed"
"7338","2016-11-23","HAH-01","HAMAD AL HAMAD","NDT/25327/01","PWHT OF MXW6 Collar Lower Wear Band Installat","2016-11-17","","0","Test_Completed"
"7337","2016-11-23","HAH-01","HAMAD AL HAMAD","NDT/25340/01","PWHT & UT on TEE PIECES (2Nos)","2016-11-21","","0","partially completed"
"7336","2016-11-23","HAH-01","HAMAD AL HAMAD","NDT/24562/01","PWHT & UT","2016-11-21","","0","Test_Completed"
"7335","2016-11-23","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7335","compressive strentgh of cubes","2016-11-23","","0","Test_Completed"
"7334","2016-11-23","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7334","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-23","","0","Test_Completed"
"7333","2016-11-22","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7333","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-22","","0","Test_Completed"
"7332","2016-11-22","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7332","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-22","","0","Test_Completed"
"7331","2016-11-21","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7331","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-21","","0","Test_Completed"
"7330","2016-11-21","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7330","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-20","","0","Test_Completed"
"7329","2016-11-21","DODSAL EF/1761 NDT cordinator SAP No440003548","Dodsal Enginnering LTD","E-mail dt. 13-11-16","Procedure Qualification test as per  ASME Sec","2016-11-21","","0","Unauthorised"
"7328","2016-11-21","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7328","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-21","","0","Test_Completed"
"7327","2016-11-21","Velosi/kriby (VCC/PO/2016/190","Velso Certifications Company W.L.L","7327","STRUCTURES","","","0","Unauthorised"
"7326","2016-11-21","Velosi/kriby (VCC/PO/2016/190","Velso Certifications Company W.L.L","7326","STRUCTURES","","","0","Unauthorised"
"7325","2016-11-21","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7325","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-21","","0","Test_Completed"
"7324","2016-11-20","BAK-01","BAHAR AL KHALEEJ TRADING COMPANY","Verbal","Calibration of Air Compressor","2016-11-20","","0","Job_Completed"
"7323","2016-11-20","ENDRASIS -01","Edrasis Middle East General Trading & Contrac","Verbal","Tensile & PMI on supplied item","2016-11-20","","0","Test_Completed"
"7322","2016-11-20","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7322","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-20","","0","Test_Completed"
"7321","2016-11-20","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","7320","KNPC-ALZOUR","2016-11-20","","0","Test_Completed"
"7320","2016-11-20","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","7320","KNPC-ALZOUR","2016-11-20","","0","Test_Completed"
"7319","2016-11-19","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7319","KNPC - AL ZOUR","2016-11-19","","0","Test_Completed"
"7318","2016-11-20","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7318","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-20","","0","Test_Completed"
"7317","2016-11-20","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","7317","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-19","","0","Test_Completed"
"7316","2016-11-19","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","7316","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-19","","0","Test_Completed"
"7315","2016-11-19","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7315","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-19","","0","Test_Completed"
"7314","2016-11-17","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7314","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-14","","0","Test_Completed"
"7313","2016-11-17","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7313","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-17","","0","Test_Completed"
"7312","2016-11-17","NCC-01","NATIONAL CONTRACTING COMPANY","Verbal","Flexibility test on FBE Coated sample","2016-11-17","","0","Test_Completed"
"7311","2016-11-17","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7311","SIEVE ANALYSIS, ATT. LIMIT,SOLUBLE CHLORIDES,","2016-11-17","","0","Test_Completed"
"7310","2016-11-17","DODSAL EF/1761 NDT cordinator SAP No440003548","Dodsal Enginnering LTD","7310","14050642-DOD-PL-PQT-005","2016-11-17","","0","Test_Completed"
"7309","2016-11-17","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7309","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-17","","0","Test_Completed"
"7308","2016-11-16","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","7308","KNPC-ALZOUR","2016-11-16","","0","Test_Completed"
"7307","2016-11-16","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7307","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-16","","0","Test_Completed"
"7306","2016-11-15","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7306","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-15","","0","Test_Completed"
"7305","2016-11-16","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7305","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-16","","0","Test_Completed"
"7304","2016-11-16","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7304","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-16","","0","Test_Completed"
"7303","2016-11-15","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7303","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-15","","0","Test_Completed"
"7302","2016-11-15","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7302","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-15","","0","Test_Completed"
"7301","2016-11-15","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","7301","TRIAL MIX","2016-11-14","","0","Test_Completed"
"7300","2016-11-14","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7300","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-14","","0","Test_Completed"
"7299","2016-11-13","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7299","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-13","","0","Test_Completed"
"7298","2016-11-14","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7298","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-14","","0","Test_Completed"
"7297","2016-11-14","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7297","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-14","","0","Test_Completed"
"7296","2016-11-13","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","7296","AL ZOUR - KNPC","2016-11-16","","0","Test_Completed"
"7295","2016-11-13","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7295","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-13","","0","Test_Completed"
"7294","2016-11-13","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7294","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-13","","0","Test_Completed"
"7293","2016-11-08","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7293","SOIL CLASSIFICATION,SEIVE,MDD,ATTERBERG LIMIT","2016-11-16","","0","Test_Completed"
"7292","2016-11-12","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7292","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-12","","0","Test_Completed"
"7291","2016-11-12","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","7291","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-12","","0","Test_Completed"
"7290","2016-11-13","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7290","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-12","","0","Test_Completed"
"7289","2016-11-12","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7289","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-12","","0","Test_Completed"
"7288","2016-11-12","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7288","soil classification","2016-11-12","","0","Test_Completed"
"7287","2016-11-12","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7287","SOIL CLASSIFICATION,SEIVE,MDD,ATTERBERG LIMIT","2016-11-13","","0","Test_Completed"
"7286","2016-11-12","KAK Contract dated 8th Dec 2013","Khalid Ali Al-Kharafi & Bros Company","Verbal","Calibration of Welding Machines, Oven etc","","","0","Unauthorised"
"7285","2016-11-12","Al Kuwaitiah","Al Kuwaitiah New Dawn General Trading & Contr","Verbal","Calibration of Welding Generators","2016-11-12","","0","Unauthorised"
"7284","2016-11-12","Inco Lab -01","INCO LAB","081116","Tensile & Bend test of Rebars","2016-11-12","","0","Test_Completed"
"7283","2016-11-10","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7283","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-10","","0","Test_Completed"
